channel,source,type,convo,direction,user,contact,text,tags,convoCreatedAt,itemCreatedAt,external,firstReplyTimeSecs,firstReplyTimeMins
twitter,message,tweet,https://reply.buffer.com/conversations/WznMzXNtDgABPntq,inbound,,Loqui__ (Loqui),"""@firefox on the iOS app is there a way to SEARCH your history? I know you can get the app to display your history but I want to search it.""","TR,Help Me",2018-07-02 6:57:17,2018-07-02 6:57:17,https://twitter.com/statuses/1013677974535704576,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzjhKZ1QtgABhOep,inbound,,Jessifer (Jesse Stommel),"""@tararobertson @firefox Downloading now!""","slow,EN,Help Me",2018-07-01 14:06:05,2018-07-01 15:37:15,https://twitter.com/statuses/1013446441489125384,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzjhKZ1QtgABhOep,inbound,,Jessifer (Jesse Stommel),"""@tararobertson @firefox I know. I saw that and so smart that you can click on a specific box of content and it will automatically select it. Plus, the full page screenshot in addition to full screen 🙂""","slow,EN,Help Me",2018-07-01 14:06:05,2018-07-01 15:36:11,https://twitter.com/statuses/1013446174970404866,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzjhKZ1QtgABhOep,inbound,,Jessifer (Jesse Stommel),"""@brandontlocke @tararobertson @firefox Firefox Focus = ♥️♥️""","slow,EN,Help Me",2018-07-01 14:06:05,2018-07-01 15:58:01,https://twitter.com/statuses/1013451669412212736,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzjdm1zbxAAB5NwL,inbound,,futbollfreaky (Jason),"""@Zetgel24 Bu eklentiyi @firefox uzun süre önce eklenti mağazasından kaldırmıştır. Browser parmak izine engel olmak için çeşitli eklentiler vardır. Bunlardan bir tanesi: https://t.co/yJpZbmZ7sx""","slow,EN,Help Me",2018-07-01 13:39:34,2018-07-01 13:39:34,https://twitter.com/statuses/1013416825676353536,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzjb75tvhwABlsEV,inbound,,futbollfreaky (Jason),"""@Zetgel24 #RequestPolicy @firefox'un yeni sürümlerinden kullanılamıyor. Onun yerine Umatrix kullanılabilir. https://t.co/9bx6x0ZGAQ Chrome'da da va bu eklenti.""","slow,EN,Help Me",2018-07-01 13:29:40,2018-07-01 13:29:40,https://twitter.com/statuses/1013414336235261952,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzjPgKbRcgABcJaI,inbound,,marcos_placona (Marcos Placona 🇯🇵),"""@JamesLMilner @firefox @googlechrome I’d start with @misprintedtype and @slsoftworks and they’ll point you out towards the right people if they can’t help.""","PT-BR,Help Me",2018-07-01 12:49:32,2018-07-01 12:49:32,https://twitter.com/statuses/1013404234786725888,,
twitter,message,tweet,https://reply.buffer.com/conversations/WziDebrDmQABTe1J,inbound,,saskiadvies (belsas),"""tegelijkertijd streven naar een inwoner aantal van 1.000.000 inwoners :) @d66amsterdam https://t.co/nIobQRlgN4""","NL,Help Me",2018-07-01 6:22:44,2018-07-01 6:22:44,https://twitter.com/statuses/1013306895644360704,,
twitter,message,tweet,https://reply.buffer.com/conversations/WziDdbrDmQABTe02,inbound,,NicovanGog (Nico van Gog),"""Je ligt helemaal in een deuk. Uit het verkiezingsprogramma van @d66amsterdam 2014-2018 https://t.co/WRPUtrw8wu https://t.co/L33phAvMN8""","NL,Help Me",2018-07-01 6:21:33,2018-07-01 6:21:33,https://twitter.com/statuses/1013306596540256256,,
twitter,message,tweet,https://reply.buffer.com/conversations/WziBt9BTWwABEFpY,inbound,,Nalyr_ (Nalyr_),"""@firefox Twice as fast as what?""","NL,Help Me",2018-07-01 6:20:03,2018-07-01 6:20:03,https://twitter.com/statuses/1013306216896868354,,
twitter,message,tweet,https://reply.buffer.com/conversations/WziBzMT-fwABWsva,inbound,,Stin______ (Stin),"""@firefox OMEGALUL""","NL,Help Me",2018-07-01 6:16:30,2018-07-01 6:16:30,https://twitter.com/statuses/1013305324416262145,,
twitter,message,tweet,https://reply.buffer.com/conversations/WziBw8T-fwABWsvC,inbound,,mdnja (MDN 更新情報),"""- by mfuji09 https://t.co/fxAbMfZkUp""","NL,Help Me",2018-07-01 6:06:31,2018-07-01 6:06:31,https://twitter.com/statuses/1013302811734441984,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh-SpEyRwABmysy,inbound,,houseofholy (Lance Everling),"""@firefox the space for the website address is getting a little small, my homies https://t.co/yRB0m2iKWE""","NL,Help Me",2018-07-01 5:52:08,2018-07-01 5:52:08,https://twitter.com/statuses/1013299194537230338,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh-PZEyRwABmysJ,inbound,,TheSickManofEur (TheSickManofEurope),"""@firefox ""2018 is proving to be a big year for online issues....""

In Europe....2018 biggest year for online security.
Not by hackers but European Governments are the biggest threat to your online security and freedom. https://t.co/KlIYuZ5J2g""","NL,Help Me",2018-07-01 5:31:01,2018-07-01 5:31:01,https://twitter.com/statuses/1013293877292425223,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh5KmWkbgABRCKj,inbound,performance,seanm850 (sean m),"""@firefox 1 gig to tweet........ 56+ was terrible..... memory hole.
#WalkedAway""","NL,Help Me",2018-07-01 5:21:38,2018-07-01 5:21:38,https://twitter.com/statuses/1013291515681083392,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh3aL9loAABaR-s,inbound,,serrategaludo (Serrate Foster),"""Alo @FirefoxBrasil é real que agora a vossa pessoa está consumindo menos ram do que a concorrente opera?""","NL,Help Me",2018-07-01 5:06:23,2018-07-01 5:06:23,https://twitter.com/statuses/1013287681365770240,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh3ar9loAABaR-6,inbound,,RutchitFilmz (Rutchit Filmz 🌐),"""don't you hate it when you have to post the rest of your @YouTube videos on @firefox because @googlechrome is super slow today! well my life depended on it today and the first in years!""","NL,Help Me",2018-07-01 4:43:17,2018-07-01 4:43:17,https://twitter.com/statuses/1013281867250823168,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzhz5A1JVgABoyoI,inbound,,mdnja (MDN 更新情報),"""- by mfuji09 https://t.co/f1In6g2K9V""","NL,Help Me",2018-07-01 4:36:30,2018-07-01 4:36:30,https://twitter.com/statuses/1013280161293307905,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh1lzK_TgAB71xR,inbound,addon,RSCipher001 (Ravindra Sisodia),"""Firefox Pioneer Extension is installed, I have no idea how or why? @firefox can you help?
#fxhelp https://t.co/WQ2FCVlfNZ""","NL,Help Me",2018-07-01 4:34:56,2018-07-01 4:34:56,https://twitter.com/statuses/1013279764352659456,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzhz4g1JVgABoyoE,inbound,,JeremyPlatt (Jeremy Platt),"""Just saw an ad for @firefox Who knew they were still relevant?""","NL,Help Me",2018-07-01 4:32:41,2018-07-01 4:32:41,https://twitter.com/statuses/1013279200910995456,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzhz41eYSQAB1qBZ,inbound,,tawadrosg32 (GEORGE TAWADROS),"""@firefox 
we are wrong track to fight opioid epidemic , You can end opioid epidemic  now if you speak  to politicians about this book where they will find the immediate solution""","NL,Help Me",2018-07-01 4:29:04,2018-07-01 4:29:04,https://twitter.com/statuses/1013278289543204866,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzh1qDK_TgAB71yX,inbound,,mdnja (MDN 更新情報),"""- by mfuji09 https://t.co/x5JQB2yJSQ""","NL,Help Me",2018-07-01 4:21:35,2018-07-01 4:21:35,https://twitter.com/statuses/1013276406732685312,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzhyNlw7RAABNxYP,inbound,,mdnja (MDN 更新情報),"""- by mfuji09 https://t.co/8UnW6BDb8q""","NL,Help Me",2018-07-01 4:21:30,2018-07-01 4:21:30,https://twitter.com/statuses/1013276385673170944,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzhyNYsuhwABdCDG,inbound,,"nezumiblog (Slawomir ""Nezumi"" Klaja)","""@googlechrome - You are like nightmare that comes back. I do not want your browser. I will not use it no matter how many times you sneak into my system unwanted, installed by some other software. If anything this makes me dislike you even more. @firefox for me.""","NL,Help Me",2018-07-01 4:14:39,2018-07-01 4:14:39,https://twitter.com/statuses/1013274658777559040,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzhyNyM2mgABwlA3,inbound,,TBM2Gaming (TheBrandonMaster2),"""@ChuckBaggett @firefox There was supposed to be a photo there.""","NL,Help Me",2018-07-01 4:11:17,2018-07-01 4:11:17,https://twitter.com/statuses/1013273812169879552,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzhyI4suhwABdCCL,inbound,,mdnja (MDN 更新情報),"""- by mfuji09 https://t.co/Ccy1UFT9y4""","NL,Help Me",2018-07-01 3:51:30,2018-07-01 3:51:30,https://twitter.com/statuses/1013268836357898240,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzhu13ZB_gAB2IyW,inbound,,Behind_Reality (J),"""@firefox Ya really need to fix your popup blocker... It doesn't work... Popups! Popups everywhere...""","NL,Help Me",2018-07-01 3:49:47,2018-07-01 3:49:47,https://twitter.com/statuses/1013268401618407425,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzhs-AmP6gABWQez,inbound,,Write_again (Mr_Write),"""@firefox Yes, it really does warn of bad sites! https://t.co/gldpLzZr7M""","NL,Help Me",2018-07-01 3:46:08,2018-07-01 3:46:08,https://twitter.com/statuses/1013267484097409024,,
twitter,message,tweet,https://reply.buffer.com/conversations/Wzhu13ZB_gAB2Iyb,inbound,,zdogg8 (zdogg8),"""@firefox Not since you fired your CEO for how he voted (none of your business)  have I even considered using Firefox, and I was an avid user.  Same with Dennis Prager; we and many others don't like political bullies in the workplace. Bad form and un-American, intolerant - not ""tolerant"" U""","NL,Help Me",2018-07-01 3:44:29,2018-07-01 3:44:29,https://twitter.com/statuses/1013267069419151360,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcUflbvhQABoLh2,inbound,,acornprime (satanic),"""@firefox ITS TIME""","Help Me,EN",2018-06-30 5:26:21,2018-06-30 5:26:21,https://twitter.com/statuses/1012930314824368128,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcM5CSrewABDeza,inbound,,RandomFFUser (Random Firefox User),"""@Tethys999 @georgekovats @firefox hi! need help troubleshooting? please try a profile refresh https://t.co/elaSobDwhF #fxhelp""","Help Me,EN",2018-06-30 4:53:55,2018-06-30 4:53:55,https://twitter.com/statuses/1012922153388343297,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcLFFbvhQABoLgF,inbound,,Hanzmert (mark mertens),"""#Firefox: Skip Redirect – Firefox-Kompendium Teil8 https://t.co/vLwz0f0NqB""",Help Me,2018-06-30 4:46:01,2018-06-30 4:46:01,https://twitter.com/statuses/1012920168597544961,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcHyVbvhQABoLfk,inbound,,yoosusmucam (Emre Ege :d),"""@MozillaTurkiye @firefox  Firefox 61'e güvenim tam. En kısa sürede denemeyi düşünüyorum.""","FR,Help Me",2018-06-30 4:32:09,2018-06-30 4:32:09,https://twitter.com/statuses/1012916674872446976,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcE4rDOOwABWORA,inbound,,drew_tyler_ (Drew Harris),"""@firefox Firefox is all I use, can’t stand how RAM hungry Chrome is.""","FR,Help Me",2018-06-30 4:19:45,2018-06-30 4:19:45,https://twitter.com/statuses/1012913555690188801,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcD7FbvhQABoLev,inbound,,Dale_sama_ (Dale-sama),"""@opera @_GTX1080ti_ @RandomFFUser @firefox gamer""","FR,Help Me",2018-06-30 4:15:38,2018-06-30 4:15:38,https://twitter.com/statuses/1012912519470551041,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzcCn7iizAABiQY1,inbound,,AmethystDawn117 (Amethyst_Dawn117),"""@firefox Tried to download it once... my computer got a virus and crashed immediately.""","FR,Help Me",2018-06-30 4:10:04,2018-06-30 4:10:04,https://twitter.com/statuses/1012911119361454080,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzaBriSrewABDd-o,inbound,,kylerulez (Kyle Walter),"""@firefox Nah I’m good""","ES,Help Me",2018-06-29 18:59:57,2018-06-29 18:59:57,https://twitter.com/statuses/1012772677667426305,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzaBRUzFMQAB8uXf,inbound,,RandomFFUser (Random Firefox User),"""@Duckytoday @firefox Hi! You probably have some malware installed. zplease try to scan your computer. Firefox is using by default Google. #fxhelp""","ES,Help Me",2018-06-29 18:58:10,2018-06-29 18:58:10,https://twitter.com/statuses/1012772231204823041,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZ_ySSrewABDd9K,inbound,,RandomFFUser (Random Firefox User),"""@VM_Phil Hi Vivaldifox knows how to switch to the dark Firefox theme https://t.co/d6uA8WP11z the beta has a lot of options (click the xpi file) https://t.co/XwbnnmWQ5D also this one https://t.co/94wzWNVseV #fxhelp""","ES,Help Me",2018-06-29 18:51:42,2018-06-29 18:51:42,https://twitter.com/statuses/1012770602833375232,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZ_o1PwbwAB56PK,inbound,,Emrah30840549 (Emrah),"""Yarın ki sınava Firefox k tüm arkadașlarıma bașarılar dilerim șansınız bol kaleminiz keskin olsun 👍😄""","ES,Help Me",2018-06-29 18:51:03,2018-06-29 18:51:03,https://twitter.com/statuses/1012770437124804608,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZ_KVZj2gABmohA,inbound,,GraysonPeddie (Grayson Peddie),"""@firefox With all the copyright meme going on, to me this feels like government interfering with our lives. I do respect copyright, but sometimes something like heavy copyright restriction can go way too far.""","ES,Help Me",2018-06-29 18:49:11,2018-06-29 18:49:11,https://twitter.com/statuses/1012769969254354944,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZToSSrewABDdin,inbound,,RandomFFUser (Random Firefox User),"""@ramlmn @googlechrome @firefox @brave @FirefoxFocus try this https://t.co/egafOL0XrZ #fxhelp""","EN,WebDev,No Action Taken,Help Me",2018-06-29 15:43:28,2018-06-29 15:43:28,https://twitter.com/statuses/1012723232154284032,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZTmFPwbwAB552e,inbound,,A_Kessler (Andrew Kessler),"""@firefox 👎""","EN,WebDev,No Action Taken,Help Me",2018-06-29 15:43:19,2018-06-29 15:43:19,https://twitter.com/statuses/1012723191704358912,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZSgySrewABDdiD,inbound,,RandomFFUser (Random Firefox User),"""@MasoTom2 @firefox You can use that RAM for something else #fxhelp""","EN,WebDev,No Action Taken,Help Me",2018-06-29 15:38:41,2018-06-29 15:38:41,https://twitter.com/statuses/1012722028368007168,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZR_VZj2gABmoFU,inbound,,116deerfield (Michael Gottlieb),"""@firefox I would be comfortable if ppl like @SenGillibrand and @SenKamalaHarris said they would like to re-purpose ICE or scrap and redo their mission statement. Abolishing a department sounds a lot like pandering (i.e. abolishing the dept of ed) a favorite right wing target. Reconsider.""","EN,WebDev,No Action Taken,Help Me",2018-06-29 15:36:27,2018-06-29 15:36:27,https://twitter.com/statuses/1012721467015000066,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZR7VPwbwAB551k,inbound,,kris_tarik (Kris Tarik),"""Torço demais para ter meu @firefox de volta... mais estável... e sem tanto travamento!!! Será que voltaríamos ao auge do melhor browser que existe !? rs""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:36:10,2018-06-29 15:36:10,https://twitter.com/statuses/1012721392654192641,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZQ41PwbwAB551L,inbound,,mmcquade (Micky McQuade),"""I like the idea of this a lot. Then all the cookie header/footer notices can go away. Standardize it? @googlechrome @firefox @MSEdgeDev @opera (what’s Safari’s twitter handle??) https://t.co/GL2PYPZOCx""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:31:46,2018-06-29 15:31:46,https://twitter.com/statuses/1012720286226173954,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZQmSSrewABDdhL,inbound,,nicholascloud (Nicholas Cloud),"""""Send Tab to Device"" is one of my favorite @firefox features. https://t.co/GC5zwJm9Vc""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:30:32,2018-06-29 15:30:32,https://twitter.com/statuses/1012719976636174336,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZPIVPwbwAB550c,inbound,,notawayfox (🤷🏻‍♂️),"""@firefox no""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:24:16,2018-06-29 15:24:16,https://twitter.com/statuses/1012718401309966336,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZOtEzFMQAB8t5S,inbound,,sdex (Dex),"""Browser @firefox Quantum has all you need to take advantage from privacy in times of surveillance like Google and Facebook do. Temporary containers and new DNS Over HTTPS are awesome features/extensions""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:22:27,2018-06-29 15:22:27,https://twitter.com/statuses/1012717941769502720,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZOqFZj2gABmoD1,inbound,,NHTeaParties ((((REAL TEAPARTY™)))),"""@firefox Please just update the one I have for Mac OS 10.5.8   Anything after that operating system is garbage.""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:22:16,2018-06-29 15:22:16,https://twitter.com/statuses/1012717894432710656,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZOqFZj2gABmoD1,inbound,,NHTeaParties ((((REAL TEAPARTY™)))),"""@firefox oops sorry 10.8.5   10.6.8 was the last best operating system...""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:22:16,2018-06-29 15:22:52,https://twitter.com/statuses/1012718046488813569,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZOa0zFMQAB8t5H,inbound,,DO2SI_m_p (Opa Knollinger),"""@florianseroussi @stshank @brave @torproject @firefox I prefer #Orfox""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:21:13,2018-06-29 15:21:13,https://twitter.com/statuses/1012717632238379008,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZMt1Zj2gABmoDA,inbound,,Clint009 (Claude B.),"""@Michaelmrw @firefox Great on my cell phone!""","EN,WebDev,No Action Taken,AoA,Help Me,Fan Luv",2018-06-29 15:13:57,2018-06-29 15:13:57,https://twitter.com/statuses/1012715804654174210,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZGwEzFMQAB8t1J,inbound,,MasoTom2 (MasoTom),"""@firefox wait 30 percent less memory? hows that a good thing?""","EN,Video,Help Me,RAM,No Action Taken",2018-06-29 14:48:23,2018-06-29 14:48:23,https://twitter.com/statuses/1012709371258679299,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZGwEzFMQAB8t1J,inbound,,MasoTom2 (MasoTom),"""@RandomFFUser @firefox ohhhhhhhhhhh okay""","EN,Video,Help Me,RAM,No Action Taken",2018-06-29 14:48:23,2018-06-29 15:44:33,https://twitter.com/statuses/1012723502036578304,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""Nope, switched back to Chrome for dev work 😔
- Devtools don't respond well when offline with online assets on a page
- Crucial extensions like livereload aren't available for Quantum
- Minor: I miss network throttling in the devtools network tab
@firefox @FirefoxDevTools""","EN,Video,Help Me,RAM,No Action Taken",2018-06-29 14:44:27,2018-06-29 14:44:27,https://twitter.com/statuses/1012708377565122560,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools Hooray for your effort! 😀

#1: When I'm offline, the Inspect tab becomes unresponsive while the browser tries to fetch assets on other domains like cdns. I practically live in that Inspect tab. Chrome doesn't have that issue.""","EN,Video,Help Me,RAM,No Action Taken",2018-06-29 14:44:27,2018-06-29 20:55:25,https://twitter.com/statuses/1012801735461625859,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools #3 My Firefox 60.0.2 doesn't seem to have that throttling option there. I could only find it hidden away in the Responsive Design Mode that I don't want to have to use. https://t.co/gC367tzOoa""","EN,Video,Help Me,AoA",2018-06-29 14:44:27,2018-06-29 21:02:17,https://twitter.com/statuses/1012803465440002048,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools Sweet, I just updated to v61 and now I see that throttling dropdown right away. One issue down! 🙏""","EN,Video,Help Me,AoA",2018-06-29 14:44:27,2018-06-29 21:31:16,https://twitter.com/statuses/1012810757329780736,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools Sure, I will do that.""","EN,Video,Help Me,AoA",2018-06-29 14:44:27,2018-06-29 21:32:13,https://twitter.com/statuses/1012810996862373888,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools I hope it does. I feel terrible using that oh so sweet but oh so evil Google tech. I did manage to switch to duckduckgo, at least that is something. 😉""","EN,Video,Help Me,AoA",2018-06-29 14:44:27,2018-06-29 21:38:06,https://twitter.com/statuses/1012812479582306307,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools Haha yeah same with facebook and their awesome oss tools like react. It feels like the good things we got out of evil war tech like gps.""","EN,Video,Help Me",2018-06-29 14:44:27,2018-06-29 21:51:06,https://twitter.com/statuses/1012815747557527553,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools Here is the bug report: https://t.co/UXWwBEGbhW. I've added a screencast to clarify the issue.""","EN,Video,Help Me",2018-06-29 14:44:27,2018-07-03 22:04:59,https://twitter.com/statuses/1014268793919598592,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFzSSrewABDdcH,inbound,,bramchi (bram 🌵🌞),"""@RandomFFUser @firefox @FirefoxDevTools And thank you for nudging me to do it!""","EN,Video,Help Me",2018-06-29 14:44:27,2018-07-04 15:17:00,https://twitter.com/statuses/1014528509010694149,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZFaSSrewABDdb5,inbound,,Tomshon (Dan Tomshon),"""@electricCZ @maestrosill Pff... Firefox se vejde do 2 gig ram s 220+ záložkami""","EN,Video,Help Me",2018-06-29 14:42:37,2018-06-29 14:42:37,https://twitter.com/statuses/1012707917030518786,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZEx1PwbwAB55vL,inbound,,fortworthjasso (Mark Jasso),"""Stay informed.  Today's technological freedoms may not always be free. https://t.co/rZh8J3GfJM""","EN,Video,Help Me",2018-06-29 14:40:05,2018-06-29 14:40:05,https://twitter.com/statuses/1012707278779138048,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZEr0zFMQAB8t0R,inbound,,Tomshon (Dan Tomshon),"""@KVorlikova @maestrosill Firefox, 3 okna, 120,107 a 3 záložky. Jen těch pár věcí, co potřebuju.""","EN,Video,Help Me",2018-06-29 14:39:32,2018-06-29 14:39:32,https://twitter.com/statuses/1012707143391121409,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZEMlZj2gABmn-u,inbound,,hellosct1 (ChristopheVilleneuve),"""C'est maintenant, le talk  : ""la face cachée des #webExtensions @firefox"" @passageenseine //cc @mozamo @MozWebExt #mozlove #mozactivate https://t.co/IJvBAy53E6""","EN,Video,Help Me",2018-06-29 14:37:36,2018-06-29 14:37:36,https://twitter.com/statuses/1012706656575053825,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzZBSEzFMQAB8tyr,outbound,Christophe Villeneuve,passageenseine (Pas Sage en Seine),"""@passageenseine @SVimaire @SUMO_Mozilla @hellosct1 @JohnShaftFr Bonjour, pour régler votre problèmes de vidéos, vous pouvez regarder le lien suivant https://t.co/bxbXJ8LSbk -CV""","EN,RAM,Help Me",2018-06-29 14:25:10,2018-07-02 20:01:34,https://twitter.com/statuses/1013875349799743488,279384,4656.4
twitter,message,tweet,https://reply.buffer.com/conversations/WzY-Z0zFMQAB8txK,inbound,,MozillaZineFr (MozillaZine-fr.org),"""Vous apprendrez ainsi que les nouveautés de @Firefox pour Android ne seront plus annoncées sur le Google Play Store et remplacées par un message générique, et bien d'autres nouvelles de la localisation dans le projet @Mozilla dans ce bulletin de juin https://t.co/XeuN5ij6ja""","EN,RAM,Help Me",2018-06-29 14:12:54,2018-06-29 14:12:54,https://twitter.com/statuses/1012700438297079812,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzY9H0zFMQAB8twq,inbound,,GemmaPetrie (Gemma Petrie),"""Picking up #userresearch interview supplies at the beautiful @Mozilla @Firefox Paris office today. The kitchen was full of fancy cheese and pastries, of course 💕 🦊 https://t.co/xH9eX3P8qh""","EN,RAM,Help Me",2018-06-29 14:07:26,2018-06-29 14:07:26,https://twitter.com/statuses/1012699063395835904,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzY2KVZj2gABmn37,inbound,,zeubeubeu (Benoit CLERC),"""@ldbglobe @firefox Là je coinche alors, attends pitet une màj sans détails qui remettrait tout hopopop dans l'ordre.""","EN,playlistLive,Video,Help Me",2018-06-29 13:37:42,2018-06-29 15:12:50,https://twitter.com/statuses/1012715523975630848,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzY0kFZj2gABmn3E,inbound,,ldbglobe (Mathieu Delestre),"""@firefox les écrans bleu à répétition m'ont fait t'abandonner, j'ai réinstallé ""quantum"" pour voir ... Premier lancement plantage écran bleu reboot. Second lancement process avec un CPU à 10% et rien d'autre (1/2)""","EN,Pending,Video,Help Me",2018-06-29 13:30:54,2018-06-29 13:30:54,https://twitter.com/statuses/1012689870966415360,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzYzLEzFMQAB8tst,inbound,,bigmurch (Big Moose),"""@firefox @brave just integrated Tor Tabs, cant touch this... plus they have @AttentionToken im lovin it https://t.co/NMctFxZXdG""","EN,Pending,Help Me,RAM",2018-06-29 13:24:58,2018-06-29 13:24:58,https://twitter.com/statuses/1012688376657600512,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzYxwEzFMQAB8tsK,inbound,,HoutjeCloudje (Hannah 👁‍🗨 Celsius),"""Weer wat geleerd: de table tent. Tafeltent. 
https://t.co/FTVbqODACB""","EN,Pending,Help Me",2018-06-29 13:18:45,2018-06-29 13:18:45,https://twitter.com/statuses/1012686813666914304,,
twitter,message,tweet,https://reply.buffer.com/conversations/WzYxclPwbwAB55mn,inbound,,cornholio74 (Č๑яήĦѳĿīΘ),"""@FirefoxDevTools @firefox
Hello FF developers,

Them scrollbars are looking awful in tweetdeck.
Can U fix this or let us customize?

That would be awesome!
;-) https://t.co/3GPgshIYCp""","EN,Pending,Help Me",2018-06-29 13:17:37,2018-06-29 13:17:37,https://twitter.com/statuses/1012686526298411008,,
